vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega,pos_x,pos_y,theta
2.233338,0.030979,-1.049046,-0.062060,0.373763,-0.000060,0.001493,0.071160,0.479859,2.016474,4.969693
2.242917,0.017039,-0.963776,-0.075023,0.371101,0.000083,0.001243,0.059212,0.471800,2.049726,5.005983
2.251869,0.006493,-1.051021,-0.088417,0.368077,0.000554,0.002853,0.095115,0.471914,2.084864,5.041031
2.260364,0.002394,-1.185309,-0.100076,0.364488,0.000950,0.002423,0.112226,0.462204,2.119644,5.075369
2.268116,0.000346,-1.336482,-0.115769,0.361432,0.000421,0.001402,0.064626,0.463307,2.156142,5.110551
2.273884,-0.001752,-1.581553,-0.130230,0.357924,0.000321,0.001247,0.057288,0.456683,2.187552,5.146237
2.278117,-0.000824,-1.830048,-0.144772,0.355724,0.000338,0.001162,0.053410,0.459320,2.221689,5.180889
2.280881,0.001921,-2.066799,-0.156400,0.354349,0.000536,0.001652,0.057177,0.459687,2.257732,5.214453
2.282555,0.006743,-2.267051,-0.168613,0.354426,0.000700,0.001403,0.068369,0.460779,2.292456,5.249058
2.283039,0.011384,-2.431026,-0.180647,0.355988,0.000344,0.001483,0.050455,0.462522,2.326747,5.283585
2.281953,0.015937,-2.598067,-0.190578,0.358277,0.000992,0.002645,0.087794,0.467715,2.360559,5.317352
2.280558,0.022129,-2.700698,-0.198884,0.361001,0.001462,0.003451,0.115050,0.473238,2.393731,5.350949
2.278766,0.027911,-2.758413,-0.206642,0.363789,0.001957,0.004200,0.137541,0.474411,2.426477,5.384113
2.276718,0.032583,-2.785726,-0.213094,0.367120,0.001273,0.002350,0.102319,0.487847,2.460933,5.416994
2.273475,0.033533,-2.846794,-0.220111,0.370390,-0.000282,0.000395,0.015813,0.487742,2.491991,5.451532
2.268339,0.032916,-2.992140,-0.222661,0.374637,-0.000304,0.000661,0.023618,0.494849,2.525948,5.485212
2.263371,0.035961,-3.098791,-0.223208,0.379495,-0.000642,0.000339,0.017870,0.509392,2.558340,5.517729
2.258311,0.039965,-3.177598,-0.221205,0.384360,-0.001137,-0.000258,-0.004769,0.527336,2.587695,5.553318
2.253184,0.043869,-3.245434,-0.214954,0.390153,-0.002241,-0.000776,-0.020119,0.548228,2.616596,5.590770
2.247879,0.047916,-3.287894,-0.205389,0.396453,-0.003786,-0.001632,-0.045898,0.569357,2.643676,5.629632
2.242326,0.051412,-3.311266,-0.192507,0.403480,-0.005343,-0.002769,-0.081591,0.588479,2.671823,5.669585
2.236961,0.054172,-3.317606,-0.180388,0.410461,-0.007063,-0.004053,-0.121182,0.611594,2.697230,5.709805
2.231611,0.055936,-3.312838,-0.167095,0.416517,-0.008996,-0.005812,-0.175718,0.636727,2.721034,5.750574
2.226137,0.056542,-3.306242,-0.152241,0.421403,-0.006052,-0.002874,-0.128700,0.664864,2.742824,5.791875
2.225525,0.061483,-3.181508,-0.138043,0.424995,-0.001805,-0.002215,-0.068833,0.693784,2.763897,5.834887
2.230589,0.063911,-2.952297,-0.126190,0.427707,-0.002225,-0.001976,-0.083849,0.721346,2.782738,5.879881
2.236581,0.061399,-2.733287,-0.117345,0.429465,-0.001262,-0.001614,-0.049270,0.750959,2.800912,5.923956
2.244749,0.056042,-2.493773,-0.110751,0.430118,-0.001853,-0.002790,-0.088171,0.784157,2.818474,5.967043
2.253311,0.047044,-2.333379,-0.108010,0.429887,-0.001376,-0.001101,-0.053301,0.813515,2.835843,6.011668
2.262960,0.040648,-2.185690,-0.108471,0.429040,-0.000475,-0.000027,0.001734,0.845820,2.851953,6.055390
2.273651,0.035108,-2.047268,-0.112370,0.427629,-0.000334,0.000170,0.012470,0.876725,2.868054,6.096708
2.284175,0.028975,-1.983031,-0.118774,0.425600,0.000240,0.001105,0.038030,0.911489,2.884409,6.135854
2.294697,0.024608,-1.968933,-0.127598,0.422591,0.001074,0.002616,0.088062,0.942643,2.900293,6.175188
2.305058,0.022478,-1.972741,-0.138601,0.419563,0.001323,0.001941,0.092698,0.977143,2.914042,6.212913
2.314362,0.019412,-2.038026,-0.149971,0.414778,0.000386,0.000740,0.036185,1.012734,2.928339,6.248816
2.321233,0.016714,-2.203963,-0.164698,0.409012,0.001322,0.001974,0.065755,1.048353,2.941179,6.285567
2.327099,0.018438,-2.359642,-0.178948,0.401627,0.003197,0.003702,0.122465,1.082726,2.953653,6.321636
2.332548,0.023116,-2.463385,-0.194655,0.393304,0.002719,0.001861,0.093596,1.116072,2.965828,6.358391
2.334837,0.024882,-2.607922,-0.208247,0.384366,0.001633,0.001166,0.038920,1.151668,2.976736,6.393938
2.333645,0.027551,-2.801035,-0.219510,0.376042,0.003570,0.002164,0.068373,1.187880,2.985485,6.429279
2.332248,0.033918,-2.931857,-0.228491,0.368074,0.005208,0.002815,0.088330,1.223286,2.993173,6.466055
2.330377,0.041153,-3.012323,-0.237020,0.360321,0.006491,0.003133,0.096851,1.262189,2.997128,6.502530
2.327749,0.047568,-3.062237,-0.243147,0.352921,0.007795,0.003437,0.105520,1.300101,2.998907,6.539884
2.324716,0.052917,-3.085754,-0.248344,0.346530,0.008820,0.003639,0.110404,1.336075,2.997910,6.578842
2.321326,0.056865,-3.092887,-0.249746,0.341076,0.009849,0.003797,0.114220,1.371611,2.994979,6.616837
2.318069,0.059573,-3.086650,-0.250075,0.337699,0.009853,0.003638,0.109168,1.406568,2.987750,6.653485
2.314349,0.060815,-3.080180,-0.247096,0.334987,0.006671,0.001926,0.071158,1.441339,2.980814,6.690458
2.307484,0.059615,-3.105292,-0.242347,0.334054,-0.000663,-0.000209,-0.004802,1.475178,2.969202,6.728536
2.293730,0.057089,-3.196143,-0.232999,0.334056,-0.000767,-0.000261,-0.008265,1.510428,2.955250,6.767678
2.280946,0.057419,-3.258868,-0.222862,0.335398,-0.001409,-0.000708,-0.018954,1.540209,2.939463,6.808675
2.268666,0.058725,-3.295679,-0.211399,0.337979,-0.001659,-0.000642,-0.025012,1.572805,2.920989,6.850415
2.257551,0.060716,-3.298808,-0.199186,0.340707,-0.001863,-0.001151,-0.033061,1.600423,2.899315,6.893463
2.247688,0.061917,-3.269901,-0.184750,0.343344,-0.003347,-0.002555,-0.077403,1.628510,2.877865,6.938352
2.238082,0.061231,-3.240939,-0.168783,0.346373,-0.005031,-0.004530,-0.139342,1.654560,2.853109,6.984060
2.228836,0.059182,-3.217763,-0.152961,0.350347,-0.003849,-0.002358,-0.108897,1.677026,2.827232,7.031692
2.222932,0.060912,-3.096849,-0.138034,0.355233,-0.001259,-0.000853,-0.037832,1.699100,2.801546,7.079950
2.221583,0.062009,-2.857363,-0.128136,0.360991,-0.001127,-0.000600,-0.026110,1.719485,2.774857,7.128643
2.222062,0.057774,-2.615628,-0.121732,0.366104,-0.000962,-0.000460,-0.016783,1.740557,2.748508,7.177087
2.224262,0.050054,-2.403303,-0.119060,0.370549,-0.000891,-0.000204,-0.007568,1.758759,2.719567,7.224530
2.227788,0.041107,-2.241898,-0.118413,0.374329,-0.000758,-0.000108,-0.001485,1.776180,2.689579,7.271264
2.232373,0.032820,-2.138197,-0.118773,0.377444,-0.000649,-0.000034,0.001511,1.794299,2.658956,7.317168
2.237726,0.026374,-2.084249,-0.119931,0.380067,-0.000640,0.000014,0.003884,1.810674,2.628870,7.361884
2.243496,0.021995,-2.066840,-0.121098,0.382703,-0.000550,0.000023,0.003855,1.829065,2.599095,7.404165
2.249638,0.019484,-2.072335,-0.121948,0.384831,-0.000609,0.000113,0.005462,1.845886,2.567899,7.443152
2.255882,0.018560,-2.085642,-0.121797,0.386482,-0.000862,0.000078,0.004771,1.860350,2.536036,7.478685
2.261991,0.018663,-2.097167,-0.121016,0.387573,-0.000975,-0.000066,-0.000027,1.874719,2.503695,7.512168
2.268029,0.019241,-2.105830,-0.118521,0.388285,-0.001219,-0.000529,-0.015248,1.889421,2.471245,7.546186
2.273958,0.020004,-2.111492,-0.114799,0.388413,-0.001566,-0.001187,-0.036764,1.903056,2.438939,7.580967
2.279684,0.020837,-2.113158,-0.111809,0.388180,-0.001755,-0.001763,-0.055969,1.915494,2.406243,7.615153
