t,eC,eL,pos_x,pos_y,ref_x,ref_y
4498.397408,0.138040,0.035241,1.720624,1.210894,1.763383,1.074995
4498.417241,0.130951,0.036416,1.717402,1.199568,1.751927,1.068106
4498.437667,0.121868,0.034682,1.712138,1.185065,1.740291,1.061525
4498.457256,0.115051,0.031265,1.703719,1.171881,1.728483,1.055258
4498.477287,0.106521,0.034059,1.696523,1.157416,1.710467,1.046455
4498.497529,0.098486,0.034928,1.688903,1.143982,1.695195,1.039675
4498.518035,0.091048,0.035974,1.680551,1.131303,1.679704,1.033410
4498.538074,0.081732,0.039511,1.671969,1.116678,1.660852,1.026580
4498.557738,0.073938,0.038378,1.660239,1.103357,1.644942,1.021469
4498.577734,0.063835,0.040695,1.651738,1.089061,1.628871,1.016893
4498.597751,0.054035,0.038274,1.634922,1.073214,1.609398,1.012115
4498.618284,0.044932,0.040749,1.621770,1.059637,1.589748,1.008121
4498.638482,0.034525,0.042450,1.607156,1.045042,1.569954,1.004918
4498.657766,0.026837,0.044453,1.591591,1.033663,1.550048,1.002511
4498.677783,0.017359,0.042690,1.571630,1.020798,1.530061,1.000904
4498.697534,0.007631,0.044095,1.550673,1.008264,1.506684,1.000045
4498.717642,-0.003172,0.049067,1.532400,0.996828,1.483333,1.000000
4498.737582,-0.013186,0.050297,1.510297,0.986814,1.460000,1.000000
4498.757869,-0.024049,0.054229,1.487562,0.975951,1.433333,1.000000
4498.777847,-0.031220,0.056883,1.463550,0.968780,1.406667,1.000000
4498.797688,-0.038898,0.059880,1.439880,0.961102,1.380000,1.000000
4498.817539,-0.045571,0.060940,1.414273,0.954429,1.353333,1.000000
4498.837465,-0.049904,0.060805,1.387472,0.950096,1.326667,1.000000
4498.858596,-0.055298,0.063086,1.359752,0.944702,1.296667,1.000000
4498.878173,-0.059710,0.064194,1.330860,0.940290,1.266667,1.000000
4498.898673,-0.059328,0.067324,1.303991,0.940672,1.236667,1.000000
4498.918701,-0.058979,0.070766,1.274099,0.941021,1.203333,1.000000
4498.937777,-0.057032,0.067883,1.241217,0.942968,1.173333,1.000000
4498.959180,-0.056438,0.071467,1.211467,0.943562,1.140000,1.000000
4498.978196,-0.058810,0.073883,1.180550,0.941190,1.106667,1.000000
4498.998311,-0.055704,0.073076,1.146409,0.944296,1.073333,1.000000
4499.019236,-0.050342,0.074661,1.114661,0.949658,1.040000,1.000000
4499.038256,-0.046202,0.076757,1.080090,0.953798,1.003333,1.000000
4499.058289,-0.033620,0.074469,1.042252,0.962868,0.969939,1.000904
4499.078323,-0.029442,0.079037,1.007764,0.964748,0.933357,1.004461
4499.098234,-0.022627,0.081238,0.971979,0.971840,0.897134,1.010696
4499.119174,-0.017521,0.082390,0.935777,0.979912,0.861468,1.019574
4499.137651,-0.007859,0.087896,0.902876,0.993825,0.823419,1.032219
4499.157636,-0.000790,0.090113,0.870941,1.007807,0.789533,1.046455
4499.179147,0.005822,0.087678,0.836222,1.025578,0.756784,1.063141
4499.198650,0.017551,0.091831,0.808698,1.047680,0.722562,1.084033
4499.219178,0.019799,0.090561,0.773468,1.067014,0.690125,1.107600
4499.238542,0.026506,0.090350,0.743914,1.091614,0.659680,1.133691
4499.258280,0.035871,0.091928,0.717442,1.120491,0.629174,1.164608
4499.279226,0.043413,0.092656,0.692022,1.150419,0.601466,1.198056
4499.298252,0.046502,0.091100,0.664632,1.181428,0.576765,1.233782
4499.317982,0.052101,0.086660,0.639326,1.220647,0.553741,1.274495
