t,eC,eL,pos_x,pos_y,ref_x,ref_y
5482.826108,0.195053,0.085250,3.861959,0.715035,3.668919,0.625320
5482.846259,0.194412,0.082407,3.842645,0.725383,3.647037,0.645858
5482.864570,0.192751,0.080947,3.822480,0.736484,3.624218,0.670170
5482.884611,0.192984,0.080045,3.804947,0.749759,3.603070,0.695950
5482.904573,0.189204,0.079697,3.785362,0.761513,3.583687,0.723082
5482.926151,0.187522,0.079019,3.768148,0.776100,3.566156,0.751445
5482.944399,0.181312,0.076275,3.748350,0.790114,3.552026,0.777921
5482.964571,0.175704,0.075013,3.730555,0.804567,3.539509,0.805197
5482.985389,0.172551,0.077106,3.715834,0.819951,3.527549,0.836323
5483.004242,0.168808,0.076508,3.701779,0.836888,3.518580,0.864962
5483.024035,0.164817,0.073525,3.688957,0.855066,3.512063,0.890831
5483.043643,0.160778,0.074478,3.676987,0.872403,3.506393,0.920301
5483.063705,0.156076,0.073966,3.665184,0.892052,3.502500,0.950058
5483.087116,0.147662,0.072617,3.651435,0.911017,3.500545,0.976663
5483.103598,0.141725,0.072803,3.641725,0.930530,3.500000,1.003333
5483.124110,0.132342,0.075280,3.632342,0.951386,3.500000,1.026667
5483.144313,0.121797,0.078554,3.621797,0.971446,3.500000,1.050000
5483.165105,0.111630,0.079234,3.611630,0.994099,3.500000,1.073333
5483.183944,0.106736,0.080072,3.606736,1.016595,3.500000,1.096667
5483.204685,0.092585,0.081837,3.592585,1.038163,3.500000,1.120000
5483.224393,0.085041,0.081469,3.585041,1.061865,3.500000,1.143333
5483.248474,0.078576,0.082547,3.578576,1.084120,3.500000,1.166667
5483.268506,0.070747,0.085549,3.570747,1.107784,3.500000,1.193333
5483.288466,0.067489,0.084943,3.567489,1.131724,3.500000,1.216667
5483.308598,0.058684,0.086902,3.558684,1.156431,3.500000,1.243333
5483.328365,0.052221,0.088205,3.552221,1.181795,3.500000,1.270000
5483.348319,0.050633,0.086664,3.550633,1.206669,3.500000,1.293333
5483.368318,0.047434,0.090254,3.547434,1.229746,3.500000,1.320000
5483.388291,0.044685,0.088005,3.544685,1.258662,3.500000,1.346667
5483.408397,0.041075,0.090324,3.541075,1.283009,3.500000,1.373333
5483.428256,0.036760,0.089342,3.536760,1.310658,3.500000,1.400000
5483.448326,0.030914,0.089789,3.530914,1.336878,3.500000,1.426667
5483.468437,0.025576,0.089809,3.525576,1.363524,3.500000,1.453333
5483.488277,0.019079,0.093207,3.519079,1.390126,3.500000,1.483333
5483.510341,0.011747,0.092196,3.513493,1.418083,3.499899,1.510026
5483.528751,0.001227,0.096501,3.507348,1.443970,3.498392,1.540062
5483.548804,-0.009969,0.095146,3.498341,1.471018,3.495539,1.566643
5483.569309,-0.022700,0.097814,3.487219,1.499217,3.489981,1.599593
5483.589268,-0.033628,0.097494,3.475743,1.526004,3.483107,1.628871
5483.609242,-0.043745,0.095407,3.463061,1.553349,3.474485,1.657684
5483.629259,-0.055536,0.098068,3.448027,1.580235,3.461619,1.692113
5483.649356,-0.064725,0.096399,3.432696,1.607386,3.447757,1.722517
5483.669353,-0.073936,0.097844,3.416449,1.632944,3.430201,1.754808
5483.685152,-0.082616,0.097568,3.398277,1.658444,3.410320,1.785723
5483.704824,-0.089208,0.101514,3.381718,1.682611,3.386107,1.817681
5483.724455,-0.094632,0.102520,3.364042,1.705686,3.361727,1.845186
5483.744356,-0.100966,0.101066,3.342621,1.728151,3.335392,1.870826
5483.764363,-0.106601,0.099090,3.319915,1.749472,3.307245,1.894462
5483.784097,-0.111056,0.099295,3.296621,1.770468,3.274651,1.917812
5483.804338,-0.115450,0.098416,3.271113,1.789934,3.240291,1.938475
5483.824357,-0.118137,0.097950,3.245487,1.808463,3.204386,1.956318
5483.844334,-0.118366,0.096985,3.218997,1.827248,3.167166,1.971228
5483.864586,-0.119741,0.094792,3.189599,1.842980,3.128871,1.983107
5483.884562,-0.118510,0.094831,3.161767,1.858273,3.089748,1.991879
5483.904550,-0.116350,0.093721,3.131652,1.872343,3.050048,1.997489
5483.924548,-0.111982,0.088642,3.098983,1.885509,3.013367,1.999821
5483.944542,-0.102855,0.089963,3.066630,1.897145,2.976667,2.000000
5483.964285,-0.092218,0.094135,3.034135,1.907782,2.940000,2.000000
5483.984316,-0.081764,0.097053,3.000386,1.918236,2.903333,2.000000
5484.005044,-0.071314,0.096703,2.966703,1.928686,2.870000,2.000000
5484.024231,-0.062402,0.097974,2.931307,1.937598,2.833333,2.000000
5484.044304,-0.053885,0.099279,2.895946,1.946115,2.796667,2.000000
5484.065473,-0.047120,0.101398,2.861398,1.952880,2.760000,2.000000
5484.083797,-0.040325,0.102111,2.825445,1.959675,2.723333,2.000000
5484.103888,-0.037867,0.105904,2.792571,1.962133,2.686667,2.000000
5484.124014,-0.031352,0.101028,2.754361,1.968648,2.653333,2.000000
5484.144049,-0.027432,0.100699,2.717366,1.972568,2.616667,2.000000
5484.164255,-0.025780,0.100268,2.680268,1.974220,2.580000,2.000000
5484.184259,-0.021266,0.095571,2.638904,1.978734,2.543333,2.000000
5484.204903,-0.033091,0.106768,2.610102,1.966909,2.503333,2.000000
5484.225130,-0.042954,0.104218,2.573458,1.962986,2.466604,1.998883
5484.244192,-0.053430,0.105412,2.538841,1.957196,2.426738,1.994604
5484.264231,-0.065625,0.105360,2.504781,1.946944,2.387344,1.987143
5484.284561,-0.078262,0.103218,2.470736,1.933198,2.348673,1.976550
5484.304455,-0.090403,0.101196,2.438839,1.917456,2.310976,1.962893
5484.324452,-0.102927,0.101216,2.408581,1.899443,2.271517,1.944742
5484.345301,-0.115728,0.103044,2.380085,1.879346,2.230959,1.921446
5484.365294,-0.127288,0.102142,2.353943,1.857792,2.195398,1.896507
5484.384047,-0.138486,0.101777,2.328503,1.834125,2.159680,1.866309
5484.405272,-0.148090,0.100337,2.304238,1.809169,2.126940,1.832906
5484.424546,-0.157265,0.101138,2.282169,1.783277,2.095492,1.793893
5484.443976,-0.164914,0.103332,2.264351,1.759672,2.069799,1.754808
5484.464127,-0.167450,0.098939,2.241535,1.731461,2.047871,1.713494
5484.484564,-0.167303,0.093812,2.220506,1.703399,2.031049,1.673450
5484.505083,-0.165301,0.089967,2.200962,1.675197,2.017765,1.632098
5484.525202,-0.160914,0.088207,2.182254,1.647639,2.008121,1.589748
