vx,vy,omega,delta,T,eps_vx,eps_vy,eps_omega
1.742916,-0.025458,-3.357323,-0.149014,0.325870,-0.012814,-0.015490,-0.438610
1.740820,-0.026005,-3.336046,-0.137740,0.332259,-0.008977,-0.007975,-0.298234
1.744064,-0.016366,-3.099957,-0.127110,0.337928,-0.002319,-0.002773,-0.076140
1.754339,-0.007785,-2.658986,-0.119632,0.342062,-0.002414,-0.001968,-0.070886
1.764426,-0.007558,-2.348403,-0.112935,0.345030,-0.001431,-0.000797,-0.026870
1.775832,-0.008480,-2.089924,-0.105598,0.347185,-0.001330,-0.000817,-0.028995
1.787690,-0.009914,-1.906094,-0.098994,0.347953,-0.001241,-0.001690,-0.048212
1.799841,-0.011517,-1.786712,-0.091210,0.347180,-0.001241,-0.001507,-0.059075
1.812127,-0.011009,-1.684034,-0.080791,0.345499,-0.000973,-0.001122,-0.043880
1.824740,-0.008635,-1.539225,-0.071075,0.342838,-0.000960,-0.002538,-0.075307
1.837157,-0.008045,-1.420742,-0.058086,0.340283,-0.001063,-0.005697,-0.171855
1.849416,-0.008677,-1.356475,-0.044180,0.337357,-0.000934,-0.009571,-0.290744
1.861678,-0.009568,-1.334685,-0.027267,0.334071,-0.000775,-0.005417,-0.231697
1.873832,-0.001203,-1.130631,-0.010557,0.331112,-0.000360,-0.004492,-0.137003
1.885821,0.004963,-0.785115,0.005053,0.328462,-0.000064,-0.008529,-0.261568
1.897569,0.003370,-0.599794,0.022193,0.327118,0.000356,-0.013158,-0.404454
1.909208,0.000686,-0.515157,0.041322,0.327714,0.000924,-0.017828,-0.548854
1.920764,-0.000900,-0.472781,0.064066,0.330461,0.000704,-0.010015,-0.417744
1.931200,0.011445,-0.156290,0.084044,0.334782,-0.000187,-0.001888,-0.079052
1.940306,0.025153,0.516757,0.096316,0.340071,-0.000347,-0.001159,-0.048805
1.949821,0.026117,1.019606,0.107587,0.347058,-0.000476,-0.001186,-0.049617
1.959580,0.023107,1.366418,0.116118,0.354852,-0.000671,-0.000822,-0.034978
1.969437,0.019860,1.620687,0.126829,0.364210,-0.000721,-0.000494,-0.027182
1.979371,0.017737,1.834341,0.135724,0.373799,-0.000716,-0.000401,-0.022646
1.989540,0.015634,2.013866,0.143693,0.383338,-0.000811,-0.000338,-0.019534
1.999827,0.013502,2.167596,0.150543,0.393181,-0.000968,-0.000574,-0.026297
2.010241,0.010958,2.290426,0.155965,0.403025,-0.001025,-0.000405,-0.019947
2.020908,0.008625,2.399128,0.159031,0.412899,-0.001113,-0.000128,-0.009650
2.031998,0.006101,2.491331,0.160060,0.422545,-0.001289,-0.000008,-0.004315
2.043517,0.003088,2.557665,0.159813,0.431530,-0.001367,0.000114,0.000165
2.055551,-0.000068,2.600056,0.158120,0.439648,-0.001288,0.000229,0.005213
2.068257,-0.003228,2.620508,0.155061,0.446594,-0.001307,0.000328,0.009483
2.081532,-0.006333,2.619246,0.152111,0.452997,-0.001622,0.000624,0.015859
2.094948,-0.008825,2.607290,0.147421,0.458784,-0.001767,0.000682,0.024665
2.108843,-0.011380,2.581946,0.141689,0.463188,-0.001119,0.000504,0.018653
2.123923,-0.014154,2.526666,0.135832,0.465639,-0.001016,0.000541,0.020337
2.139417,-0.016291,2.458452,0.130445,0.465691,-0.000877,0.000524,0.019703
2.155087,-0.017799,2.383013,0.125331,0.463709,-0.000697,0.000479,0.018543
2.170805,-0.018799,2.304447,0.119674,0.458882,-0.000161,0.000490,0.021677
2.186670,-0.019509,2.225055,0.113605,0.448882,-0.000248,0.000613,0.024891
2.201568,-0.020013,2.142202,0.110098,0.438882,0.000227,0.000285,0.013261
2.215896,-0.020218,2.058872,0.107245,0.428882,0.000174,0.000264,0.011257
2.229108,-0.019784,1.989411,0.106397,0.418882,-0.000123,0.000064,0.001989
2.240875,-0.019037,1.935477,0.109552,0.408882,0.000733,-0.000618,-0.021066
2.252066,-0.018064,1.904333,0.117023,0.398882,0.000683,-0.000393,-0.024909
2.261476,-0.015699,1.933664,0.125336,0.388882,0.001217,-0.001543,-0.051063
2.269681,-0.015115,1.983589,0.134877,0.378882,0.002881,-0.003262,-0.107034
2.277634,-0.016217,2.017546,0.148410,0.368882,0.005087,-0.005489,-0.178606
2.285426,-0.017820,2.038848,0.164335,0.358882,0.002629,-0.001681,-0.096504
2.288120,-0.013310,2.206687,0.180486,0.348882,0.000554,-0.000428,-0.025806
2.286393,-0.011309,2.466880,0.192316,0.338882,0.001670,-0.001363,-0.044101
2.283741,-0.015336,2.672826,0.200259,0.328882,0.003416,-0.002261,-0.071614
2.280820,-0.022113,2.803697,0.205955,0.318882,0.001893,-0.000718,-0.037019
2.274413,-0.026814,2.931145,0.208709,0.309734,-0.000379,0.000021,-0.003932
2.264288,-0.031313,3.051681,0.209019,0.304885,-0.000038,0.000052,0.000638
2.253775,-0.036387,3.133230,0.204218,0.296921,-0.000167,0.000162,0.006401
2.242549,-0.041290,3.172156,0.198313,0.293163,-0.000470,0.000222,0.008227
2.231034,-0.045182,3.172430,0.190868,0.291351,-0.000658,0.000292,0.010935
2.219803,-0.047589,3.140615,0.181311,0.291354,-0.000797,0.000341,0.013581
2.209389,-0.048537,3.077535,0.169180,0.293237,-0.001735,0.001659,0.049649
2.199527,-0.046955,3.013011,0.154134,0.296371,-0.001722,0.001028,0.048772
2.191710,-0.046420,2.894639,0.132915,0.300798,-0.001199,0.000858,0.044705
2.186966,-0.046221,2.690421,0.111846,0.305081,-0.001159,0.000875,0.047402
2.184630,-0.044604,2.421466,0.092560,0.308826,-0.001972,0.004033,0.128088
2.183542,-0.037892,2.192631,0.073985,0.311963,-0.001661,0.001615,0.095830
2.184648,-0.035709,1.882820,0.058036,0.314702,-0.000922,0.000778,0.045908
2.187780,-0.032615,1.520905,0.045695,0.318003,-0.000860,0.000641,0.036986
2.192018,-0.027146,1.203250,0.035424,0.322586,-0.000809,0.000515,0.030610
2.197287,-0.021567,0.939132,0.025139,0.327952,-0.000747,0.000575,0.031956
2.203500,-0.017167,0.716799,0.013250,0.334252,-0.000801,0.000640,0.038117
2.210516,-0.014594,0.508000,-0.000945,0.341365,-0.000873,0.000839,0.049553
2.218234,-0.013549,0.289955,-0.014832,0.348324,-0.000750,0.000751,0.046282
2.226644,-0.013186,0.053197,-0.029403,0.354954,-0.000714,0.000865,0.050610
2.235475,-0.012702,-0.192353,-0.044904,0.361481,-0.000669,0.000898,0.053140
2.244545,-0.012226,-0.450621,-0.060032,0.368031,-0.000671,0.000843,0.050801
2.253669,-0.011363,-0.715815,-0.074573,0.374727,-0.000661,0.000829,0.048626
2.262741,-0.009821,-0.976981,-0.089060,0.381771,-0.000639,0.000851,0.047956
2.271663,-0.007724,-1.230651,-0.102786,0.388848,-0.000686,0.000629,0.040329
2.280257,-0.005264,-1.477695,-0.115209,0.395893,-0.000645,0.001123,0.053182
2.288580,-0.001400,-1.689061,-0.126027,0.402169,-0.000639,0.001965,0.067361
2.296494,0.003478,-1.863356,-0.136461,0.408141,-0.000416,0.003689,0.125581
2.304084,0.009431,-1.964623,-0.144773,0.413340,-0.000474,0.001059,0.067814
2.311040,0.010747,-2.119322,-0.150459,0.417504,-0.000745,0.000817,0.030139
2.317464,0.013900,-2.284567,-0.154161,0.420770,-0.000834,0.000242,0.019215
2.323498,0.018373,-2.416665,-0.156509,0.423544,-0.000794,0.000033,0.005757
2.329261,0.023575,-2.521581,-0.157276,0.425787,-0.000759,-0.000036,0.001913
2.334782,0.029091,-2.591101,-0.154682,0.427828,-0.001119,-0.000454,-0.011613
2.339927,0.034196,-2.630877,-0.151351,0.429501,-0.001058,-0.000264,-0.011066
2.345185,0.039117,-2.634055,-0.147847,0.431034,-0.001397,-0.000760,-0.013316
2.350190,0.042386,-2.614456,-0.145338,0.432042,-0.000267,0.000023,0.001495
2.356387,0.045224,-2.569517,-0.140578,0.432476,-0.000763,-0.000226,-0.009424
2.362312,0.046507,-2.522047,-0.135371,0.431279,-0.000744,-0.000240,-0.010347
2.368436,0.047108,-2.462279,-0.131502,0.429564,-0.000684,-0.000191,-0.007688
2.374689,0.046851,-2.397921,-0.127849,0.426515,-0.001291,0.000098,-0.020338
2.380265,0.046204,-2.348181,-0.127147,0.422921,-0.000372,-0.000109,-0.002176
2.386450,0.044708,-2.294124,-0.127207,0.418057,0.000325,-0.000469,0.005845
2.392830,0.042388,-2.253378,-0.129138,0.411457,-0.000665,0.000425,0.004231
2.397407,0.040925,-2.243206,-0.134690,0.403675,0.000301,0.000339,0.018541
2.401676,0.039099,-2.255156,-0.140773,0.394911,0.000978,0.000227,0.008906
2.405224,0.037546,-2.308510,-0.149684,0.384911,-0.000251,0.000214,0.018658
2.405712,0.036913,-2.382014,-0.156762,0.374911,0.000645,0.000240,0.013576
2.405414,0.037521,-2.471263,-0.167904,0.364911,0.000785,-0.000058,0.041927
2.403134,0.038465,-2.550740,-0.174815,0.357421,0.000471,0.000325,0.016325
2.399078,0.040544,-2.656441,-0.182574,0.349687,0.000499,0.000354,0.017873
2.393397,0.043563,-2.753407,-0.189810,0.343005,0.000293,0.000289,0.015788
2.386002,0.046899,-2.842224,-0.196099,0.337890,0.000277,0.000240,0.012673
2.377343,0.050332,-2.921376,-0.201982,0.333887,0.000155,0.000196,0.011302
2.367476,0.053628,-2.989622,-0.207782,0.331549,-0.000019,0.000155,0.009879
2.356565,0.056548,-3.049056,-0.211211,0.330434,-0.002370,0.000538,-0.002843
2.342811,0.059570,-3.107603,-0.215102,0.329307,0.002289,-0.000309,0.011897
2.333236,0.061209,-3.138359,-0.218985,0.331009,-0.000497,0.000003,0.004995
2.320732,0.062590,-3.172577,-0.216646,0.333242,-0.000363,-0.000085,-0.002188
2.308904,0.063721,-3.196330,-0.217926,0.336819,-0.000464,-0.000014,0.002682
2.297329,0.064333,-3.208401,-0.218851,0.341383,-0.002605,-0.000119,0.000199
2.284170,0.064105,-3.218860,-0.218641,0.345360,-0.000198,-0.000016,-0.000169
2.274091,0.063413,-3.224672,-0.218662,0.348340,-0.001580,-0.000361,0.002211
2.263172,0.062022,-3.226022,-0.207746,0.355679,0.000354,-0.000238,-0.017213
2.256202,0.061284,-3.220434,-0.195010,0.361757,-0.002223,-0.000636,-0.011310
2.248647,0.060887,-3.173787,-0.186058,0.364941,-0.000725,-0.000312,-0.012707
2.243974,0.059965,-3.108836,-0.177232,0.367525,-0.000148,0.000110,-0.031581
2.241191,0.058576,-3.046639,-0.169125,0.370624,-0.000889,-0.000511,-0.019459
2.238953,0.056100,-2.957226,-0.161512,0.373122,-0.000860,-0.000552,-0.021092
2.237999,0.052834,-2.862709,-0.154840,0.374935,-0.000808,-0.000525,-0.019116
2.238204,0.049152,-2.765993,-0.147681,0.376122,-0.000858,-0.000576,-0.022010
2.239428,0.045381,-2.669817,-0.139882,0.377536,-0.000967,-0.000665,-0.025343
2.241640,0.041907,-2.570836,-0.129913,0.378931,-0.001017,-0.000871,-0.035092
2.245007,0.039049,-2.462479,-0.121011,0.380397,-0.000448,-0.002314,-0.031005
2.249972,0.035157,-2.337377,-0.109327,0.380843,-0.002427,-0.001077,-0.089458
2.254079,0.033807,-2.245617,-0.099310,0.381987,-0.000971,-0.001020,-0.043334
2.260502,0.033254,-2.075730,-0.092793,0.382213,-0.000745,-0.000627,-0.027589
2.267617,0.031125,-1.908883,-0.087050,0.382128,0.000732,-0.001259,0.001273
2.276606,0.027251,-1.739608,-0.085431,0.381443,-0.000548,-0.000111,-0.004462
2.284409,0.023568,-1.637496,-0.082259,0.380762,-0.000621,-0.000187,-0.008903
2.292292,0.020579,-1.564458,-0.080211,0.380124,-0.000570,-0.000118,-0.005518
2.300263,0.018469,-1.508694,-0.080081,0.380164,-0.002007,0.000274,-0.005326
2.306745,0.017039,-1.479472,-0.077451,0.380043,0.000867,-0.000353,-0.005348
2.316202,0.015950,-1.446166,-0.078710,0.380127,-0.001936,0.000214,0.002846
2.322674,0.015356,-1.431406,-0.077641,0.380301,0.000907,-0.000134,-0.002490
2.331957,0.014875,-1.422311,-0.081629,0.380407,-0.000461,0.000172,0.012731
2.339523,0.014182,-1.433970,-0.087833,0.381511,-0.000305,0.000252,0.018241
2.346877,0.013088,-1.483257,-0.091344,0.381311,-0.000693,0.000120,0.010731
2.353503,0.012966,-1.548838,-0.097524,0.381811,-0.000448,0.000277,0.019090
2.359904,0.013385,-1.624840,-0.106416,0.381708,-0.000379,0.000372,0.025352
2.365594,0.013740,-1.725095,-0.113876,0.380604,-0.001128,-0.000023,0.043949
2.369770,0.014472,-1.817487,-0.119241,0.378872,-0.000202,0.000430,0.022293
2.374151,0.016471,-1.929453,-0.127890,0.376285,-0.000017,0.000662,0.033428
2.377582,0.018852,-2.037762,-0.138991,0.373729,0.000066,0.000803,0.040378
2.379715,0.020991,-2.157914,-0.150870,0.371162,0.000206,0.000775,0.038891
2.380526,0.023182,-2.294559,-0.162084,0.368345,-0.000006,0.001303,0.003822
2.379659,0.026646,-2.468514,-0.171348,0.364670,-0.000369,0.000230,0.018849
2.376958,0.030547,-2.603679,-0.181978,0.362712,0.000926,-0.000617,0.042554
2.374128,0.033995,-2.706005,-0.188903,0.360931,-0.001270,0.001275,-0.003955
2.368057,0.039701,-2.841449,-0.196695,0.359093,-0.000099,0.000177,0.011815
2.361916,0.044567,-2.935120,-0.202820,0.357722,-0.000174,0.000091,0.008735
2.354697,0.049194,-3.014085,-0.206323,0.357335,-0.000056,0.000230,0.009715
2.347003,0.053753,-3.070881,-0.210050,0.357810,-0.000138,0.000127,0.009377
2.338723,0.057452,-3.113310,-0.212551,0.359251,-0.000329,0.000009,0.003528
2.330019,0.060279,-3.149026,-0.214136,0.361373,-0.000408,-0.000020,0.001929
2.321292,0.062468,-3.174743,-0.214203,0.364346,-0.000457,-0.000057,0.000452
2.312756,0.064072,-3.190703,-0.212674,0.368113,-0.000729,-0.000128,-0.001426
2.304518,0.065078,-3.196879,-0.207673,0.372321,-0.000698,-0.000143,-0.004761
2.297290,0.065732,-3.189521,-0.204405,0.377307,0.000608,-0.000075,-0.008182
2.292258,0.065779,-3.176090,-0.200112,0.382434,-0.001897,-0.000445,-0.001711
2.285780,0.065058,-3.146553,-0.194439,0.386943,-0.001197,-0.000317,-0.007677
2.281196,0.063871,-3.112933,-0.184410,0.393011,-0.001097,-0.000362,-0.014363
2.278464,0.062724,-3.062711,-0.174378,0.399032,-0.001123,-0.000419,-0.016802
2.277441,0.061375,-2.992145,-0.162812,0.404635,-0.001241,-0.000130,-0.043669
2.278131,0.060107,-2.921103,-0.154242,0.409994,-0.001617,-0.001189,-0.035926
2.279920,0.057430,-2.825051,-0.146736,0.414964,-0.001725,-0.001124,-0.037565
2.283015,0.054336,-2.725114,-0.138023,0.419794,-0.002511,-0.002288,-0.070718
2.286808,0.050081,-2.647140,-0.128704,0.424358,-0.002016,-0.001656,-0.059065
2.292597,0.047867,-2.535892,-0.119913,0.428671,-0.001742,-0.001615,-0.056766
2.299932,0.045578,-2.409705,-0.112112,0.432516,-0.001649,-0.001622,-0.055282
2.308435,0.042877,-2.279788,-0.105904,0.435979,-0.002327,-0.002688,-0.087256
2.317197,0.038672,-2.190678,-0.100480,0.439104,-0.002080,-0.004036,-0.113331
2.326993,0.034391,-2.130511,-0.096515,0.441983,-0.004393,-0.004383,-0.151575
2.335097,0.031613,-2.111056,-0.093877,0.445274,-0.004116,-0.005144,-0.169324
2.343969,0.029874,-2.103890,-0.092061,0.448315,-0.003871,-0.004873,-0.152378
2.353457,0.029868,-2.073928,-0.090837,0.451180,-0.003999,-0.004082,-0.146638
2.363007,0.030620,-2.043202,-0.090501,0.454117,-0.004687,-0.005488,-0.173949
2.372032,0.029355,-2.049752,-0.090247,0.456915,-0.005381,-0.005841,-0.194674
2.380528,0.028971,-2.077088,-0.089796,0.459562,-0.001732,-0.001151,-0.067791
2.392815,0.034605,-1.967110,-0.092365,0.462734,-0.002763,0.000322,-0.012711
2.403886,0.036291,-1.854813,-0.094432,0.465114,0.001495,-0.000510,0.018513
2.419094,0.033644,-1.766186,-0.096045,0.467502,-0.000090,0.000062,0.004343
2.432758,0.031032,-1.742254,-0.097783,0.468520,-0.001058,-0.000018,0.005078
2.445291,0.029266,-1.745255,-0.097642,0.470659,-0.000600,-0.000030,0.000123
2.458350,0.028966,-1.756827,-0.096622,0.472290,-0.000656,-0.000068,-0.002292
2.471356,0.029776,-1.762962,-0.094829,0.473887,-0.000653,-0.000092,-0.004347
2.484375,0.031180,-1.758095,-0.092749,0.475246,-0.000769,-0.000106,-0.005024
2.497265,0.032683,-1.741797,-0.090987,0.476741,-0.000050,-0.000058,-0.004756
2.510866,0.033945,-1.719144,-0.088775,0.476587,-0.001242,-0.000174,-0.005436
2.523099,0.034864,-1.690713,-0.086544,0.478258,-0.000475,-0.000100,-0.005964
2.536217,0.035597,-1.658316,-0.081996,0.478882,-0.000615,-0.000194,-0.012639
2.549285,0.036445,-1.613458,-0.077239,0.479054,-0.000686,-0.000197,-0.013306
2.562348,0.037154,-1.552282,-0.073638,0.479018,-0.000503,-0.000157,-0.010286
2.575581,0.037165,-1.485216,-0.068504,0.478620,-0.002925,-0.000085,-0.030390
2.586445,0.037010,-1.426797,-0.066160,0.478603,0.001544,-0.000515,0.002971
2.601749,0.035828,-1.340901,-0.062803,0.478294,-0.000530,-0.000139,-0.010116
2.614933,0.034565,-1.278628,-0.057721,0.477461,-0.000667,-0.000180,-0.014291
2.627985,0.033750,-1.208299,-0.054545,0.476691,-0.000525,-0.000134,-0.009560
2.641068,0.032618,-1.137929,-0.051192,0.475882,-0.000502,-0.000135,-0.010202
2.654075,0.031307,-1.071751,-0.048853,0.474831,-0.000555,-0.000096,-0.007356
2.666851,0.029823,-1.012932,-0.046493,0.473717,-0.000495,-0.000107,-0.007548
2.679491,0.028385,-0.961690,-0.043870,0.471544,-0.000485,-0.000109,-0.008726
2.691851,0.027213,-0.913654,-0.041125,0.468620,-0.000401,-0.000116,-0.009046
2.703908,0.026256,-0.865125,-0.039174,0.464965,-0.000423,-0.000087,-0.006488
2.715462,0.025227,-0.819426,-0.038472,0.460269,0.000103,-0.000020,-0.002269
2.726912,0.023979,-0.784191,-0.038791,0.454354,-0.000663,-0.000014,0.001421
2.736781,0.022603,-0.764725,-0.035661,0.448629,-0.000273,-0.000116,-0.010639
2.746444,0.022187,-0.741686,-0.033179,0.441284,-0.000213,-0.000098,-0.008723
2.755312,0.022105,-0.706292,-0.030336,0.434365,-0.000219,-0.000116,-0.010120
2.763404,0.021874,-0.662813,-0.028390,0.426719,-0.001407,0.000101,-0.016013
2.769457,0.021368,-0.626579,-0.030775,0.418435,0.001086,-0.000241,0.013902
2.776987,0.019376,-0.596222,-0.026055,0.408435,-0.000072,-0.000193,-0.017759
2.782368,0.018803,-0.572715,-0.020104,0.398435,-0.000108,-0.000192,-0.020641
2.786739,0.019288,-0.511129,-0.015294,0.388435,0.000186,-0.000141,-0.016042
2.790404,0.019033,-0.426829,-0.012928,0.378435,-0.000496,-0.000085,-0.007833
2.792369,0.017263,-0.347496,-0.007495,0.368435,-0.000150,-0.000177,-0.018771
2.793721,0.015441,-0.265787,-0.003212,0.358435,-0.000110,-0.000130,-0.014577
2.794133,0.013415,-0.177588,0.000351,0.348435,-0.000103,-0.000145,-0.013178
2.793565,0.010905,-0.095075,0.004200,0.338435,0.000516,0.000352,-0.030259
2.792626,0.008898,-0.032643,0.004424,0.328435,-0.000804,-0.000670,0.007857
2.789377,0.005334,0.041623,0.011018,0.318435,0.000896,0.000030,-0.039342
2.786835,0.003900,0.091220,0.012121,0.308435,0.000068,-0.000088,-0.005848
2.782486,0.002062,0.161698,0.013349,0.298435,0.000040,-0.000103,-0.006732
2.777155,-0.000371,0.210719,0.015599,0.288435,-0.001238,-0.000497,-0.003821
2.769581,-0.002650,0.258611,0.016704,0.278435,-0.000599,-0.000036,-0.004225
2.761740,-0.004205,0.292561,0.021728,0.268435,-0.000143,-0.000173,-0.017913
2.753388,-0.004759,0.340040,0.022125,0.258626,-0.000269,-0.000017,-0.001581
2.744040,-0.005935,0.386992,0.021749,0.250208,-0.000347,0.000019,0.001406
2.733921,-0.007658,0.412413,0.017879,0.242945,-0.000442,0.000154,0.014276
2.723215,-0.009754,0.403577,0.012625,0.236518,0.002081,0.000474,0.032028
2.714594,-0.011279,0.366226,0.002975,0.231169,-0.003108,0.000607,0.026342
2.700479,-0.013048,0.251074,0.000821,0.225214,0.002182,-0.000350,0.027746
2.691324,-0.012324,0.161952,-0.010066,0.219830,-0.003394,0.001180,0.030317
2.676208,-0.010738,0.017512,-0.017638,0.214765,-0.000435,0.000338,0.027796
2.663753,-0.009047,-0.133626,-0.024865,0.208335,-0.000472,0.000277,0.026606
2.650722,-0.006374,-0.283341,-0.034494,0.202095,-0.000019,0.000370,0.033059
2.637513,-0.003767,-0.442283,-0.049939,0.196103,-0.000834,0.000634,0.054098
2.622576,-0.002147,-0.638340,-0.057408,0.190549,0.003121,0.000349,0.082626
2.610963,0.001098,-0.782400,-0.070842,0.185703,-0.002306,0.005350,0.143484
2.592913,0.007900,-0.905161,-0.078649,0.180504,0.001396,0.005587,0.203796
2.577753,0.012193,-0.961582,-0.090911,0.176748,0.001130,0.002107,0.146304
2.561308,0.009284,-1.129288,-0.098262,0.173435,-0.000623,0.000273,0.021924
2.542637,0.008167,-1.410071,-0.106185,0.170888,-0.000266,0.001400,0.051765
2.523833,0.013301,-1.605735,-0.113486,0.168785,-0.000472,0.000573,0.042440
2.504200,0.017657,-1.769932,-0.120493,0.167758,-0.000931,0.000179,0.019460
2.483548,0.021442,-1.927698,-0.128935,0.167758,-0.000953,0.001070,0.041832
2.462368,0.025849,-2.044032,-0.136862,0.169542,-0.000567,0.000477,0.038510
2.441227,0.028240,-2.153365,-0.142808,0.171946,-0.001055,0.000100,0.014396
2.419568,0.029958,-2.271467,-0.148976,0.175563,-0.001250,0.000103,0.013151
2.397820,0.031871,-2.374417,-0.154618,0.180178,0.003334,-0.000219,0.030650
2.380792,0.033287,-2.445354,-0.163447,0.186258,-0.005823,0.000418,0.005797
2.354688,0.034417,-2.551322,-0.163023,0.192740,-0.000970,-0.000109,-0.000137
2.334471,0.035818,-2.621092,-0.166723,0.200198,-0.001772,-0.000101,0.008122
2.314121,0.036775,-2.670071,-0.165882,0.209335,0.002195,-0.000280,0.004267
2.299032,0.037328,-2.698127,-0.168513,0.219335,-0.004828,-0.000096,0.003131
2.277950,0.037327,-2.725502,-0.171026,0.228151,-0.001406,-0.000094,0.005366
2.261327,0.036435,-2.747844,-0.171971,0.237858,-0.001498,-0.000133,0.003129
2.245869,0.035318,-2.767296,-0.176035,0.247858,0.001129,0.000277,0.014238
2.234028,0.034108,-2.784749,-0.176194,0.257858,-0.001598,-0.000147,0.001309
2.220774,0.032680,-2.809970,-0.176574,0.267858,-0.003715,-0.000315,-0.000987
2.206680,0.031444,-2.830995,-0.177670,0.277858,-0.001822,-0.000174,0.003432
2.195741,0.030380,-2.844515,-0.175898,0.287858,-0.000099,-0.000130,-0.001910
2.187981,0.029709,-2.851089,-0.176360,0.297858,-0.001498,-0.000118,0.002018
2.179983,0.028973,-2.852922,-0.175179,0.307858,-0.001705,-0.000244,-0.002866
2.173101,0.028155,-2.853263,-0.176465,0.317858,-0.002369,-0.000264,0.003840
2.166651,0.027097,-2.851968,-0.176107,0.327687,-0.001596,-0.000190,0.000539
2.162204,0.026209,-2.853060,-0.174583,0.337687,-0.001967,-0.000355,-0.005707
2.158693,0.025530,-2.853927,-0.173333,0.347687,-0.003240,-0.000588,-0.011095
2.155158,0.024920,-2.854729,-0.170595,0.357687,-0.002708,-0.000514,-0.014714
2.153536,0.024877,-2.846694,-0.168985,0.367687,-0.001313,-0.000264,0.000914
2.154523,0.025088,-2.817814,-0.166273,0.376780,-0.002328,-0.000574,-0.010392
2.155652,0.024729,-2.796625,-0.161349,0.385714,-0.001845,-0.000445,-0.014990
2.158641,0.025025,-2.763873,-0.154895,0.394168,-0.001220,-0.000378,-0.013764
2.163630,0.025746,-2.708282,-0.150597,0.401761,-0.001443,-0.000333,-0.008871
2.169440,0.025941,-2.643787,-0.145721,0.408593,-0.001445,-0.000348,-0.010583
2.176284,0.025740,-2.577468,-0.140385,0.414797,-0.001869,-0.000980,-0.026412
2.183708,0.024825,-2.521983,-0.134982,0.420459,-0.001509,-0.000588,-0.025892
2.192455,0.024866,-2.457586,-0.129507,0.424684,-0.001217,-0.000376,-0.013649
2.202233,0.025141,-2.373382,-0.124852,0.428215,-0.001113,-0.000331,-0.011962
2.212691,0.024840,-2.291233,-0.121073,0.430927,-0.001091,-0.000281,-0.010094
2.223607,0.024165,-2.216553,-0.116004,0.432791,-0.001067,-0.000377,-0.015038
2.234983,0.023601,-2.145887,-0.111365,0.433760,-0.003313,-0.000259,-0.027672
2.244405,0.023343,-2.087691,-0.107437,0.434583,-0.001087,-0.000596,-0.019660
2.256259,0.022832,-2.020165,-0.102809,0.434138,-0.000812,-0.000774,-0.024914
2.268547,0.022397,-1.955648,-0.101196,0.433098,0.001417,-0.000561,-0.001889
2.282840,0.021855,-1.885571,-0.100803,0.430842,-0.000612,-0.000137,-0.004842
2.294721,0.021168,-1.846694,-0.099824,0.428479,-0.002895,-0.000038,-0.007893
2.303975,0.020770,-1.822994,-0.097433,0.426425,-0.000771,-0.000553,-0.016055
2.315163,0.020405,-1.802888,-0.094952,0.424045,0.001469,-0.000452,-0.018706
2.328337,0.020842,-1.779059,-0.093660,0.420060,-0.000744,-0.000107,-0.002878
2.338722,0.021646,-1.741774,-0.090065,0.415208,-0.002315,-0.000495,-0.023739
2.347074,0.021965,-1.715166,-0.082756,0.410830,0.000893,-0.000729,-0.025144
2.358475,0.023159,-1.648588,-0.077693,0.405693,-0.000590,-0.000461,-0.021435
2.367950,0.024026,-1.567114,-0.073262,0.400321,-0.000563,-0.000409,-0.019347
2.376984,0.023979,-1.482668,-0.069272,0.394735,-0.001931,-0.000293,-0.035434
2.384171,0.023384,-1.418999,-0.063849,0.388907,0.000834,-0.000620,-0.004832
2.393715,0.022815,-1.310320,-0.059517,0.382803,-0.000476,-0.000202,-0.012225
2.401405,0.021857,-1.221409,-0.055886,0.376503,-0.000394,-0.000194,-0.011712
2.408620,0.020531,-1.141989,-0.054471,0.370126,-0.000242,-0.000071,-0.004076
2.415327,0.018845,-1.079349,-0.056761,0.364140,-0.000397,0.000068,0.007068
2.421109,0.016510,-1.053307,-0.055636,0.357727,-0.001254,0.000114,-0.005213
2.425389,0.015337,-1.046046,-0.055985,0.351704,0.000459,-0.000106,0.002101
2.430697,0.014447,-1.039822,-0.057724,0.346335,-0.000341,0.000053,0.005505
2.434514,0.013792,-1.048838,-0.056462,0.340355,-0.000145,-0.000067,-0.003874
2.437917,0.013939,-1.055071,-0.050846,0.332985,-0.000890,-0.000258,-0.016586
2.439989,0.015311,-1.026369,-0.051194,0.327815,-0.000518,0.000001,0.001488
2.441831,0.015526,-0.992238,-0.051216,0.322697,-0.000378,-0.000014,0.000237
2.443260,0.014901,-0.973498,-0.050869,0.317250,-0.000556,-0.000033,-0.000743
2.443957,0.014305,-0.961908,-0.051486,0.312081,-0.000508,0.000010,0.002224
2.444150,0.013699,-0.958205,-0.055480,0.307979,-0.000398,0.000196,0.014471
2.443874,0.012617,-0.976914,-0.059861,0.303993,-0.000452,0.000217,0.015738
2.442966,0.011548,-1.023229,-0.067188,0.300867,-0.000463,0.000281,0.022109
2.441405,0.010461,-1.102975,-0.075173,0.297888,-0.000450,0.000310,0.024267
2.439173,0.009921,-1.210412,-0.085263,0.295795,-0.000486,0.000545,0.035554
2.436142,0.010018,-1.337993,-0.095113,0.293768,-0.000563,0.000365,0.027993
